p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,4.6234692551605425,0.183,0.012,0,Endothelial cells,RASGRF2
0,4.601434920746078,0.343,0.026,0,Endothelial cells,ELK3
1.244936757847676e-265,4.5954285519180775,0.335,0.061,5.210060331592524e-261,Endothelial cells,NOTCH4
0,4.588396008198438,0.294,0.028,0,Endothelial cells,ENTPD1
0,4.569220145049327,0.232,0.009,0,Endothelial cells,TGM2
0,4.541539236926837,0.223,0.019,0,Endothelial cells,ITPRIP
0,4.495627121208,0.467,0.087,0,Endothelial cells,PLPP1
0,4.4875817192606995,0.442,0.05,0,Endothelial cells,SPRY1
1.856821222872909e-105,4.479217488007227,0.143,0.025,7.770796817723124e-101,Endothelial cells,EPHA4
0,4.443350126194792,0.469,0.075,0,Endothelial cells,ID1
9.151499527999666e-292,4.4115948774392715,0.189,0.015,3.82990255246786e-287,Endothelial cells,LIMS2
3.418138456280775e-235,4.402385706777261,0.106,0.005,1.4304909439535043e-230,Endothelial cells,CDA
0,4.400559176288502,0.352,0.024,0,Endothelial cells,S100A16
0,4.394123400815634,0.313,0.035,0,Endothelial cells,PLXND1
1.3702913770561573e-213,4.391304020766559,0.107,0.006,5.734669412980018e-209,Endothelial cells,TNFRSF10D
0,4.361894068920306,0.258,0.018,0,Endothelial cells,ARHGAP31
0,4.361881193850631,0.203,0.012,0,Endothelial cells,SHROOM4
9.4761536791048e-172,4.329732914680726,0.118,0.01,3.965770314705358e-167,Endothelial cells,PPARG
5.005391709074257e-192,4.313705366023182,0.126,0.01,2.0947564302475765e-187,Endothelial cells,CX3CL1
0,4.3034979608742425,0.209,0.014,0,Endothelial cells,TMEM204
0,4.290000898401277,0.2,0.01,0,Endothelial cells,S1PR1
0,4.239815354894545,0.242,0.019,0,Endothelial cells,HTRA1
1.0407756879303662e-299,4.22548418803272,0.165,0.011,4.355646253988582e-295,Endothelial cells,GALNT18
0,4.223557577234227,0.311,0.02,0,Endothelial cells,TCIM
2.7341236288382257e-135,4.21701314213485,0.171,0.029,1.1442307386687975e-130,Endothelial cells,TMEM88
8.094331358274773e-249,4.211986256260577,0.301,0.051,3.387477673437993e-244,Endothelial cells,GRB10
0,4.197213103909987,0.518,0.051,0,Endothelial cells,A2M
6.993034806922248e-158,4.178043634378616,0.173,0.025,2.9265850666969607e-153,Endothelial cells,MCTP1
0,4.177356641926132,0.224,0.019,0,Endothelial cells,THBD
1.7726024047239263e-202,4.16227906105979,0.361,0.085,7.418341063769631e-198,Endothelial cells,ARL15
0,4.1621382598263486,0.352,0.034,0,Endothelial cells,PLEKHG1
1.0151711557949915e-205,4.148941564082155,0.14,0.012,4.248491287002039e-201,Endothelial cells,SPRY4
1.043097853844095e-261,4.1486662106768035,0.174,0.014,4.365364518337538e-257,Endothelial cells,STAB1
2.0875496421500962e-268,4.144319602281203,0.14,0.008,8.736395252398153e-264,Endothelial cells,GIMAP6
3.8288043228284214e-282,4.120423785998197,0.226,0.024,1.6023546091036945e-277,Endothelial cells,RASGRP3
1.7617948812210189e-270,4.118808034417852,0.145,0.009,7.373111577909964e-266,Endothelial cells,LRRC32
0,4.1168295107464115,0.509,0.084,0,Endothelial cells,ARHGAP29
9.887065580818946e-270,4.0920255858910295,0.159,0.011,4.137736945572729e-265,Endothelial cells,GJA4
2.487608265617819e-100,4.089794966413553,0.146,0.027,1.0410640591610572e-95,Endothelial cells,ADAMTS6
0,4.0670321533225735,0.47,0.034,0,Endothelial cells,SPARCL1
0,4.026072350141414,0.372,0.03,0,Endothelial cells,CAV1
0,3.992374166110003,0.308,0.031,0,Endothelial cells,SASH1
1.0995190487314327e-200,3.98386562692387,0.269,0.049,4.601487218941046e-196,Endothelial cells,ADAM15
0,3.9828681533812036,0.458,0.087,0,Endothelial cells,PTPRG
1.6196824526559124e-134,3.946772119191477,0.122,0.014,6.7783710643649934e-130,Endothelial cells,PALD1
1.780423429802901e-160,3.9207108561872595,0.115,0.01,7.451072053725141e-156,Endothelial cells,CD109
7.864237718548952e-304,3.9081638409310213,0.193,0.015,3.2911834852127366e-299,Endothelial cells,SYNPO
0,3.902179262755051,0.372,0.034,0,Endothelial cells,CAVIN1
8.952305775255206e-183,3.882044197467886,0.339,0.086,3.746539966944304e-178,Endothelial cells,RAMP3
8.79243828734837e-168,3.8693258820038694,0.189,0.028,3.679635423255293e-163,Endothelial cells,AC007319.1
2.4513034584945787e-224,3.855295487402751,0.175,0.018,1.0258704973799811e-219,Endothelial cells,TFPI
0,3.83128522013613,0.548,0.062,0,Endothelial cells,COL4A1
4.483485798722906e-197,3.8227062550851727,0.366,0.094,1.8763388067655363e-192,Endothelial cells,PRCP
1.2780424002562866e-146,3.821969813430876,0.208,0.039,5.3486074450725595e-142,Endothelial cells,JAM2
2.0260708855210062e-235,3.819251260859464,0.152,0.012,8.479106655905412e-231,Endothelial cells,EVA1C
7.234106042349503e-123,3.7958153405742374,0.114,0.014,3.0274733787232667e-118,Endothelial cells,MIR222HG
1.9593133665756773e-261,3.7912970587863573,0.154,0.011,8.19972643911921e-257,Endothelial cells,TCF7L1
3.1501736943963676e-230,3.770819262110427,0.212,0.026,1.3183476911048799e-225,Endothelial cells,FLI1
0,3.766313660346968,0.487,0.087,0,Endothelial cells,PTPRM
0,3.755641611808503,0.404,0.074,0,Endothelial cells,STOM
8.159591295735194e-265,3.7540433139005946,0.203,0.02,3.414788957265179e-260,Endothelial cells,MYO10
0,3.743636787968154,0.282,0.032,0,Endothelial cells,LPAR6
6.51744028127325e-298,3.7283986107080223,0.23,0.023,2.727548757712855e-293,Endothelial cells,CADPS2
1.833772000659246e-212,3.725446689147433,0.285,0.052,7.674335822758945e-208,Endothelial cells,RIN2
4.0421601717095735e-218,3.723434139047562,0.238,0.035,1.6916440318604566e-213,Endothelial cells,EHD4
0,3.71752067831183,0.541,0.141,0,Endothelial cells,EPAS1
0,3.7163841346814053,0.311,0.038,0,Endothelial cells,PRKCH
4.219058735492795e-219,3.71566857154839,0.254,0.04,1.7656760808037346e-214,Endothelial cells,ICAM2
4.3826202094979276e-149,3.694652946540847,0.174,0.027,1.8341265576748828e-144,Endothelial cells,DNASE1L3
0,3.6924782797945896,0.445,0.058,0,Endothelial cells,TGFBR2
1.412621664963929e-190,3.6846334473573137,0.165,0.019,5.911821667874043e-186,Endothelial cells,SNED1
3.432319143303779e-157,3.6783268974506163,0.501,0.232,1.4364255614726316e-152,Endothelial cells,RAMP2
0,3.676570616793567,0.237,0.021,0,Endothelial cells,NID1
0,3.671468642133017,0.311,0.035,0,Endothelial cells,ITGA6
1.1889567748350645e-223,3.6643685596896503,0.177,0.018,4.975784102684745e-219,Endothelial cells,NOTCH1
0,3.661543432587991,0.248,0.018,0,Endothelial cells,BCAM
9.721738775420929e-263,3.6600659144821677,0.293,0.044,4.068547677513659e-258,Endothelial cells,RAI14
4.797902116178149e-132,3.6592488309157267,0.163,0.026,2.0079220356205553e-127,Endothelial cells,CXCL12
9.61600233267217e-223,3.653425814831751,0.216,0.028,4.024296976223303e-218,Endothelial cells,TNFRSF4
0,3.631958967677628,0.493,0.071,0,Endothelial cells,IGFBP4
1.000991043474083e-177,3.6193863742484136,0.205,0.031,4.189147516939038e-173,Endothelial cells,TNFSF10
8.941760786519664e-233,3.611029156114972,0.23,0.03,3.7421268891584794e-228,Endothelial cells,GASK1B
6.65517138510762e-171,3.594380532778839,0.166,0.021,2.785189224667539e-166,Endothelial cells,TNS2
2.601321893826222e-261,3.5835068550725357,0.216,0.023,1.0886532125662739e-256,Endothelial cells,CRIM1
1.41217046661431e-81,3.57972111809029,0.123,0.023,5.909933402780887e-77,Endothelial cells,PDGFB
9.464797531491648e-175,3.5574422736163753,0.122,0.011,3.961017766929255e-170,Endothelial cells,NRN1
1.8601847283384997e-121,3.5348236702473104,0.175,0.032,7.784873088096621e-117,Endothelial cells,LMCD1
0,3.534079170470656,0.559,0.105,0,Endothelial cells,IFI27
9.253953718247476e-226,3.5051365490798814,0.289,0.05,3.8727796310865685e-221,Endothelial cells,DUSP6
2.2968811962598514e-164,3.4938898201578805,0.424,0.143,9.612447806347478e-160,Endothelial cells,TACC1
1.350903525951337e-108,3.471714466359442,0.351,0.137,5.653531256106346e-104,Endothelial cells,HYAL2
2.4115462044356677e-230,3.4554161861268327,0.21,0.025,1.0092320865563269e-225,Endothelial cells,PTPN14
6.770161409632568e-256,3.4337075749000503,0.311,0.051,2.8333125499312294e-251,Endothelial cells,MECOM
3.234815129716827e-36,3.382724709401195,0.199,0.093,1.353770131786492e-31,Endothelial cells,ENTPD1-AS1
6.310100366791507e-170,3.3809365930094284,0.266,0.055,2.6407770035022455e-165,Endothelial cells,YES1
7.465228415618778e-126,3.3756819506559403,0.162,0.027,3.1241980919364585e-121,Endothelial cells,RBMS2
7.899321823891333e-123,3.3612253516837662,0.214,0.047,3.3058661832985226e-118,Endothelial cells,PPM1F
5.2593098814180575e-191,3.354820709510979,0.233,0.037,2.201021185373457e-186,Endothelial cells,ATP8B1
4.999323024784742e-236,3.3528859252789793,0.553,0.188,2.0922166858724147e-231,Endothelial cells,INSR
2.473371494287832e-109,3.3472084589888427,0.154,0.028,1.0351059703594577e-104,Endothelial cells,SYNJ2
0,3.3456658127194707,0.267,0.03,0,Endothelial cells,CAVIN3
1.2957328641921257e-206,3.327251938991011,0.206,0.027,5.422642036644047e-202,Endothelial cells,ADAMTS1
4.441566105439281e-180,3.3196359814537115,0.157,0.018,1.8587954151263394e-175,Endothelial cells,KIAA1671
6.586883304570366e-290,3.314976134618065,0.316,0.046,2.756610662962698e-285,Endothelial cells,ADAMTS9
9.31662258509219e-156,3.313914507093351,0.274,0.063,3.8990065518610816e-151,Endothelial cells,MMP2
2.673179386830858e-125,3.296672816250734,0.334,0.111,1.118725573388714e-120,Endothelial cells,PCDH17
1.5746689825583916e-103,3.291277489782875,0.131,0.021,6.589989692006869e-99,Endothelial cells,LOXL2
3.6221310600697815e-154,3.291202661507859,0.164,0.023,1.5158618486392036e-149,Endothelial cells,FILIP1
0,3.28779316109254,0.493,0.102,0,Endothelial cells,ID3
4.525694892554819e-226,3.285405094624922,0.299,0.053,1.8940033125341918e-221,Endothelial cells,NEDD9
3.183436237316342e-117,3.279089893049434,0.12,0.016,1.332268065316889e-112,Endothelial cells,PIEZO2
1.1168359110019458e-108,3.277247591569201,0.277,0.084,4.673958287543143e-104,Endothelial cells,AFF1
4.454099935418039e-222,3.274782468968241,0.192,0.022,1.8640408229724494e-217,Endothelial cells,CAV2
2.9195940825879405e-139,3.2730147460500327,0.113,0.012,1.221850123563053e-134,Endothelial cells,PROCR
1.1191735280329614e-131,3.256720772601886,0.132,0.017,4.683741214817943e-127,Endothelial cells,EDNRB
4.2988878887114713e-190,3.2537211405875586,0.191,0.025,1.799084581425751e-185,Endothelial cells,PLS3
5.790829636994397e-176,3.252125002885448,0.205,0.031,2.423462203082155e-171,Endothelial cells,STING1
1.1404096947873505e-189,3.2426650208982366,0.278,0.053,4.772614572685062e-185,Endothelial cells,PEAK1
5.220984742894104e-156,3.236003923107369,0.142,0.017,2.184982114901183e-151,Endothelial cells,SH3RF3
4.1941864036231934e-110,3.2267720331712004,0.232,0.06,1.7552670099163065e-105,Endothelial cells,LRCH1
8.908629517328337e-151,3.2059166297002104,0.286,0.07,3.728261453001909e-146,Endothelial cells,RAB13
8.354646902472968e-267,3.197013129144117,0.319,0.052,3.496419728684937e-262,Endothelial cells,PDLIM1
9.981691075345474e-57,3.188619443827822,0.161,0.05,4.177337715032081e-52,Endothelial cells,NUAK1
0,3.1803476730677787,0.637,0.104,0,Endothelial cells,IGFBP7
2.42282291323002e-47,3.1728623230727666,0.162,0.056,1.0139513891867635e-42,Endothelial cells,GFOD1
0,3.1715773721630107,0.513,0.103,0,Endothelial cells,COL4A2
3.537526190931618e-111,3.1504247359451605,0.316,0.105,1.480454710904882e-106,Endothelial cells,RASAL2
0,3.1495685825029573,0.285,0.029,0,Endothelial cells,UACA
4.210029959143793e-84,3.1445085504929815,0.125,0.023,1.7618975379016776e-79,Endothelial cells,ARAP3
1.261178257149564e-128,3.1425729405457963,0.133,0.018,5.278031006170925e-124,Endothelial cells,CDC42EP1
7.072063647889519e-196,3.125405881622354,0.204,0.028,2.959658636641764e-191,Endothelial cells,DOCK1
0,3.119295773388479,0.582,0.115,0,Endothelial cells,IFITM3
3.841242528851253e-226,3.114337934361748,0.436,0.116,1.6075599983242494e-221,Endothelial cells,IL6ST
2.6739098328583685e-120,3.1059836760376385,0.193,0.039,1.119031265051227e-115,Endothelial cells,IPO11
1.7796862377828875e-77,3.0972040305986437,0.291,0.117,7.447986905121385e-73,Endothelial cells,EFNB2
0,3.092396510918677,0.61,0.112,0,Endothelial cells,SPARC
5.0583168530447174e-145,3.0876578078013623,0.143,0.018,2.1169056029992143e-140,Endothelial cells,PPIC
4.635377564565035e-173,3.0864905488311574,0.509,0.212,1.939905510770467e-168,Endothelial cells,CRIP2
1.7902482016885355e-156,3.0717249600968413,0.182,0.027,7.492188724066521e-152,Endothelial cells,C1orf54
7.969695962939439e-241,3.069283852238094,0.402,0.092,3.335317760490155e-236,Endothelial cells,VAMP5
5.531761759456908e-103,3.0519936475998173,0.135,0.023,2.3150422963327158e-98,Endothelial cells,EVA1B
5.54016374506754e-82,3.046100284524631,0.207,0.06,2.3185585273107652e-77,Endothelial cells,TP53I11
9.456049290290294e-188,3.040891017214246,0.261,0.047,3.957356627986488e-183,Endothelial cells,MAST4
8.315563971085915e-131,3.026179714567429,0.211,0.043,3.4800635218994556e-126,Endothelial cells,ICAM1
1.5978078954746876e-214,3.0208094939748573,0.159,0.015,6.686826042561567e-210,Endothelial cells,TINAGL1
3.783111508570927e-123,3.009292690025273,0.167,0.029,1.5832321663369331e-118,Endothelial cells,MSRB3
1.9579509330485667e-65,2.9965722512068944,0.18,0.055,8.194024654808251e-61,Endothelial cells,VASH1
6.277483443802304e-82,2.9931612986818372,0.141,0.03,2.627126821231264e-77,Endothelial cells,GBP4
4.336808503868849e-196,2.989476728301893,0.263,0.046,1.814954358869113e-191,Endothelial cells,S100A13
2.1645122884721508e-110,2.988869720079767,0.27,0.079,9.05848392725595e-106,Endothelial cells,ST6GALNAC3
1.1494265444653648e-86,2.9855138173085063,0.231,0.071,4.8103500885875514e-82,Endothelial cells,PLK2
1.591690800632375e-99,2.9808753706668254,0.135,0.023,6.66122600064649e-95,Endothelial cells,PDGFD
1.3192028841872576e-209,2.977060775318833,0.227,0.032,5.520864070323673e-205,Endothelial cells,GIMAP4
1.4976783244805845e-165,2.9738633556965497,0.198,0.031,6.267783787951246e-161,Endothelial cells,FBN1
1.1396641317753142e-176,2.973680854534839,0.196,0.028,4.76949439147969e-172,Endothelial cells,GIMAP7
3.5528971744824294e-178,2.972567720279833,0.23,0.039,1.4868874675208967e-173,Endothelial cells,NECTIN2
3.936442544148547e-136,2.9625404582580828,0.366,0.121,1.6474012047261668e-131,Endothelial cells,RAPGEF5
3.188927462976376e-66,2.958382455951383,0.137,0.033,1.3345661432556134e-61,Endothelial cells,ZBTB46
1.3345966472963978e-63,2.943574267269586,0.151,0.041,5.585286968935425e-59,Endothelial cells,PIK3C2B
1.1551364162885071e-129,2.9402313919694087,0.266,0.067,4.834245902167402e-125,Endothelial cells,APBB2
1.4602103866357348e-154,2.93971977609111,0.212,0.037,6.11098046807055e-150,Endothelial cells,KIAA1217
1.1964844598908968e-73,2.93220616495577,0.135,0.03,5.007287464643403e-69,Endothelial cells,PPP1R16B
1.713538293098214e-42,2.9291669889335124,0.172,0.066,7.171157756616025e-38,Endothelial cells,FKBP9
3.24727719046176e-124,2.918190054168413,0.232,0.053,1.3589855042082465e-119,Endothelial cells,KLF4
1.1353320022023556e-119,2.9168369118134554,0.329,0.108,4.751364429216859e-115,Endothelial cells,PDE4D
3.5955288279177444e-188,2.8972190382629055,0.28,0.055,1.504728814483576e-183,Endothelial cells,SERPINH1
1.9343440636903365e-95,2.8830562625730547,0.145,0.028,8.095229906544059e-91,Endothelial cells,DEPP1
6.256317083019874e-87,2.876565651264244,0.283,0.102,2.6182686992438173e-82,Endothelial cells,ETS2
8.978719971839977e-114,2.868283724402994,0.316,0.104,3.7575943082150304e-109,Endothelial cells,LAMA4
1.7392167318502673e-49,2.860293174352078,0.216,0.089,7.278622022793369e-45,Endothelial cells,EPB41L4A
3.328164875897647e-54,2.8562654632666735,0.229,0.093,1.3928370005631654e-49,Endothelial cells,PELI1
1.1359338634369427e-48,2.8551120457270036,0.159,0.053,4.753883218483605e-44,Endothelial cells,CNKSR3
2.582936453867051e-112,2.853258191887087,0.231,0.057,1.0809589059433608e-107,Endothelial cells,FLNB
3.3639459498729474e-61,2.852781958394629,0.152,0.042,1.4078113800218286e-56,Endothelial cells,UNC5B
3.7834929212541204e-92,2.8515153018082238,0.391,0.176,1.5833917875448495e-87,Endothelial cells,MEF2A
7.68271049182215e-95,2.8467914929327396,0.281,0.093,3.2152143408275696e-90,Endothelial cells,ELMO1
4.923575741277337e-304,2.8356442082083264,0.481,0.108,2.0605164477245657e-299,Endothelial cells,GSN
4.264301812446838e-137,2.833746188582155,0.316,0.089,1.7846103085090018e-132,Endothelial cells,FRMD4B
1.4552522260606168e-83,2.830159123471271,0.172,0.042,6.090230566063681e-79,Endothelial cells,PXN
1.8981855473413423e-99,2.827590470591532,0.232,0.063,7.943906515623517e-95,Endothelial cells,CDH13
4.022160601674636e-193,2.825790275730008,0.358,0.087,1.683274211800835e-188,Endothelial cells,LUZP1
9.893821384044194e-130,2.8227757667169877,0.208,0.042,4.140564249222495e-125,Endothelial cells,PLAT
7.816755797893055e-105,2.821181319704035,0.172,0.035,3.271312301418243e-100,Endothelial cells,PREX1
5.830547828155222e-171,2.818802006509749,0.252,0.048,2.4400842660829606e-166,Endothelial cells,TANC1
1.0190239044790932e-101,2.814432200551753,0.202,0.048,4.264615040245005e-97,Endothelial cells,JAG1
9.330457493381142e-89,2.796922204454813,0.249,0.078,3.904796460980008e-84,Endothelial cells,CDK17
1.43328014995197e-146,2.7905347673807994,0.224,0.043,5.9982774275489945e-142,Endothelial cells,XAF1
1.182653859202035e-93,2.7900678065888775,0.154,0.031,4.949406400760516e-89,Endothelial cells,DHRS3
7.407743171200014e-103,2.784968525643455,0.196,0.045,3.1001405171472057e-98,Endothelial cells,TUBB6
4.620159525298993e-81,2.7683684910761555,0.234,0.075,1.9335367613376288e-76,Endothelial cells,SWAP70
1.600689077573881e-76,2.7665958574019394,0.211,0.064,6.698883789646692e-72,Endothelial cells,PLXNA2
6.366974972035278e-71,2.7656361627196002,0.182,0.053,2.664579025796764e-66,Endothelial cells,F2R
2.9094143911701212e-263,2.753841459001549,0.328,0.053,1.2175899227046957e-258,Endothelial cells,MGP
6.759748080456187e-88,2.752677088140305,0.183,0.045,2.8289545716709143e-83,Endothelial cells,FMNL3
4.339102041143491e-167,2.748151998619114,0.245,0.046,1.815914204218551e-162,Endothelial cells,PRSS23
6.038938627946217e-251,2.7360806032083556,0.357,0.067,2.527295815795492e-246,Endothelial cells,NFIA
2.4243051712050294e-77,2.73436802604894,0.186,0.051,1.0145717141493048e-72,Endothelial cells,SNCG
2.296487328444738e-139,2.732973739516148,0.202,0.037,9.61079946954123e-135,Endothelial cells,MYO1E
1.0742126725585722e-66,2.721249035583261,0.235,0.085,4.495580034657625e-62,Endothelial cells,PKP4
3.1112276878910874e-43,2.7094885300128064,0.161,0.058,1.30204878738242e-38,Endothelial cells,AGRN
1.2942860323411092e-91,2.706857086647916,0.25,0.077,5.416587045347543e-87,Endothelial cells,HECW2
1.085555872371275e-137,2.699539831298014,0.234,0.05,4.543051325873786e-133,Endothelial cells,IFI44L
2.169998695535318e-148,2.6958124934108127,0.208,0.037,9.081444540815306e-144,Endothelial cells,HES1
0,2.6924757661215573,0.304,0.035,0,Endothelial cells,COL15A1
2.8285830054370463e-81,2.685236422985187,0.176,0.045,1.1837619877754039e-76,Endothelial cells,HBEGF
1.658278912377983e-127,2.684302961071379,0.211,0.043,6.939897248301858e-123,Endothelial cells,TNFRSF1A
1.2421450198111955e-118,2.676750938998859,0.237,0.057,5.198376907909853e-114,Endothelial cells,FOXO1
1.2054131061194e-79,2.660503098635047,0.169,0.042,5.044653849109689e-75,Endothelial cells,TSPAN9
1.5014360650683806e-105,2.6604038451700864,0.169,0.033,6.283509932311173e-101,Endothelial cells,SLFN5
8.883388973969256e-94,2.6559930612302773,0.368,0.154,3.717698285606134e-89,Endothelial cells,PICALM
3.0932735839275015e-32,2.6333036313037232,0.215,0.108,1.2945349948736594e-27,Endothelial cells,MIR99AHG
5.757685770295699e-70,2.623148101291922,0.288,0.118,2.40959149486875e-65,Endothelial cells,NDRG1
7.11902164927549e-48,2.610083776361232,0.262,0.124,2.979310560221793e-43,Endothelial cells,KIAA0355
3.189702759331969e-44,2.597218178206439,0.153,0.053,1.3348906047804291e-39,Endothelial cells,MTRNR2L1
2.1537303132437558e-158,2.5890632985894357,0.417,0.137,9.013361360925118e-154,Endothelial cells,MSN
8.562031158267276e-172,2.584744187614975,0.298,0.064,3.583210039734855e-167,Endothelial cells,ETS1
5.727196758658537e-62,2.579660280583287,0.173,0.052,2.396831843498598e-57,Endothelial cells,KCTD12
5.18892405659343e-39,2.5783415821946436,0.286,0.159,2.1715647176843504e-34,Endothelial cells,PITPNC1
2.580364524667478e-131,2.577855532511746,0.152,0.022,1.0798825535733395e-126,Endothelial cells,BACE2
7.336079354911831e-141,2.573031637335868,0.204,0.037,3.070149210030601e-136,Endothelial cells,DAB2
5.782896382387625e-135,2.5437633746478316,0.175,0.029,2.420142136029221e-130,Endothelial cells,NNMT
1.2029389770579822e-34,2.5369652301937142,0.26,0.142,5.034299618987655e-30,Endothelial cells,CTTNBP2NL
3.1156001226078114e-41,2.5221502129557996,0.2,0.085,1.303878651311369e-36,Endothelial cells,RALGAPA2
1.9213010590957412e-39,2.5211376831810135,0.2,0.088,8.040644932315677e-35,Endothelial cells,ZBTB16
3.3966374002634515e-67,2.519451035532592,0.22,0.075,1.4214927520102545e-62,Endothelial cells,ARHGEF3
5.121810822801476e-86,2.5137443078801507,0.461,0.27,2.1434778293424176e-81,Endothelial cells,CCDC85B
4.490236080070971e-66,2.5100088763382664,0.17,0.048,1.8791637995097015e-61,Endothelial cells,COX7A1
3.282275356870756e-42,2.509374479449789,0.166,0.062,1.3736322368504115e-37,Endothelial cells,SNTB2
4.3592343946509403e-57,2.5037871477322073,0.183,0.06,1.8243395941614187e-52,Endothelial cells,PPP1R13B
4.794113294806216e-115,2.4977281624943974,0.374,0.139,2.0063364138764012e-110,Endothelial cells,MYH9
8.36192416486258e-70,2.4967939537032655,0.378,0.196,3.4994652629949894e-65,Endothelial cells,SEC14L1
4.232070208910637e-92,2.494270071961986,0.23,0.064,1.7711213824291017e-87,Endothelial cells,SGK1
7.329186658967696e-77,2.4853777738768814,0.187,0.052,3.0672646167779806e-72,Endothelial cells,NR2F2
1.7455748955191327e-87,2.4804297300246896,0.335,0.135,7.30523093774757e-83,Endothelial cells,CLIC4
2.0842144971075013e-77,2.4770653651935555,0.25,0.085,8.722437670394893e-73,Endothelial cells,APOLD1
7.773212355433964e-123,2.465665672502112,0.221,0.048,3.253089370749114e-118,Endothelial cells,ITM2A
1.3284566422509485e-117,2.4587365319175336,0.426,0.17,5.55959104782022e-113,Endothelial cells,UTRN
3.4028352499827954e-30,2.4487530543103215,0.218,0.114,1.4240865521178e-25,Endothelial cells,RGS3
7.56782543035733e-88,2.4417693512959264,0.19,0.047,3.1671349426045423e-83,Endothelial cells,SH2B3
5.2828642239026596e-76,2.441448433608856,0.156,0.037,2.210878677703263e-71,Endothelial cells,STK3
8.417165652640398e-157,2.441191774233662,0.241,0.047,3.5225838256300067e-152,Endothelial cells,EMP2
5.654693175671467e-92,2.4382144641288486,0.179,0.041,2.366489094018509e-87,Endothelial cells,ITGA9
3.2934269303990405e-94,2.4366591352039557,0.369,0.155,1.3782991703719984e-89,Endothelial cells,RHOC
1.055690704274169e-46,2.415334182506598,0.21,0.086,4.4180655973873967e-42,Endothelial cells,EFCAB14
1.8547280926497968e-115,2.404244185669896,0.281,0.078,7.762037067739399e-111,Endothelial cells,KLF2
6.974484929007073e-113,2.3986972691251793,0.198,0.042,2.9188219427894603e-108,Endothelial cells,CCL2
1.2664888239533286e-71,2.393477848385016,0.148,0.035,5.3002557282446805e-67,Endothelial cells,MAF
5.791614240766682e-45,2.391137575482836,0.206,0.085,2.423790559760856e-40,Endothelial cells,TSPAN14
4.275849759067991e-90,2.3881041252555217,0.282,0.096,1.789443124169954e-85,Endothelial cells,ECE1
2.7083939429012727e-128,2.3817163445987184,0.237,0.053,1.1334628651041827e-123,Endothelial cells,LAMC1
6.601501863174638e-95,2.376325571457267,0.221,0.059,2.7627285297385864e-90,Endothelial cells,PTPRK
1.5278760574077462e-99,2.3742778476181203,0.266,0.079,6.394161300251418e-95,Endothelial cells,MIR4435-2HG
1.408649421946421e-45,2.3739151045654676,0.273,0.134,5.895197830845772e-41,Endothelial cells,PIK3C2A
2.7604657636712636e-90,2.360660928010436,0.341,0.136,1.1552549220964238e-85,Endothelial cells,TJP1
1.6218126763820405e-59,2.3505592047768333,0.174,0.054,6.78728605065884e-55,Endothelial cells,KLF9
4.3810623712859843e-45,2.3279233663287235,0.18,0.067,1.8334746023831844e-40,Endothelial cells,ADGRL2
1.4090413401614181e-52,2.3245167106086333,0.246,0.105,5.896838008575535e-48,Endothelial cells,DGKH
6.088023955913494e-46,2.322559036302601,0.234,0.105,2.547838025549797e-41,Endothelial cells,MCAM
1.3015168075619392e-36,2.311607256637526,0.173,0.071,5.446847839646716e-32,Endothelial cells,TSPAN18
1.1920068179497676e-94,2.3022972466166953,0.176,0.039,4.988548533119777e-90,Endothelial cells,PON2
1.7766409113294268e-48,2.29297912512685,0.368,0.218,7.435242213913651e-44,Endothelial cells,MAGI1
6.789708939315122e-76,2.2923526240845655,0.211,0.063,2.8414931911033786e-71,Endothelial cells,KLHL5
3.0716600655199803e-48,2.291307447935587,0.185,0.068,1.2854897374201118e-43,Endothelial cells,ANGPT2
4.423053589170113e-93,2.290381874528692,0.292,0.099,1.8510479270676923e-88,Endothelial cells,LIMA1
2.000207228422497e-94,2.2723495825321094,0.234,0.065,8.37086725094815e-90,Endothelial cells,CEMIP2
1.6465903555724723e-31,2.2698205922131094,0.196,0.095,6.890980638070796e-27,Endothelial cells,WARS1
3.4779434772835266e-220,2.2640481425999432,0.452,0.116,1.4555193452431558e-215,Endothelial cells,MEF2C
2.0759879802839335e-59,2.242141583181902,0.306,0.138,8.688009697488261e-55,Endothelial cells,SOCS3
1.0529380736574648e-51,2.2348720271461433,0.206,0.078,4.406545838256491e-47,Endothelial cells,GAS6
8.959531944501254e-80,2.233696440208279,0.177,0.045,3.749564118773775e-75,Endothelial cells,LGALS9
4.468522817729181e-58,2.2220870674669633,0.152,0.043,1.8700767992196622e-53,Endothelial cells,TRIM56
6.788038796082692e-54,2.2110059859209166,0.227,0.089,2.8407942361606065e-49,Endothelial cells,HDAC7
2.140386895981979e-87,2.2049563083525765,0.312,0.115,8.957519159684582e-83,Endothelial cells,SLC2A3
7.276666229969621e-91,2.199915348058624,0.461,0.217,3.0452848172422864e-86,Endothelial cells,TIMP3
5.2694435689287934e-65,2.1988499998823436,0.235,0.083,2.2052621335967e-60,Endothelial cells,RGCC
1.1331156260984363e-269,2.194991862555802,0.86,0.525,4.742088895221956e-265,Endothelial cells,NEAT1
8.365908186396704e-82,2.171502573189753,0.336,0.136,3.501132576007021e-77,Endothelial cells,PLCB1
3.860287107969721e-37,2.153767150798046,0.174,0.071,1.6155301546853282e-32,Endothelial cells,TBC1D1
